area,rt,mz_range:min,mz_range:max,charge,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:similarity_score,spectral_db_matches:n_matching_signals,spectral_db_matches:explained_intensity_percent,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:inchi,spectral_db_matches:neutral_mass,spectral_db_matches:precursor_mz,spectral_db_matches:mz_diff,spectral_db_matches:mz_diff_ppm,spectral_db_matches:rt_absolute_error,spectral_db_matches:entry_id,spectral_db_matches:cas,intensity_range:min,intensity_range:max,feature_group,ion_identities:iin_id,ion_identities:ion_identities,ion_identities:list_size,ion_identities:neutral_mass,ion_identities:partner_row_ids,ion_identities:iin_relationship,ion_identities:consensus_formulas,ion_identities:simple_formulas,id,molecular_networking:net_cluster_id,molecular_networking:net_community_id,molecular_networking:edges,molecular_networking:net_cluster_size,molecular_networking:net_community_size,height,datafile:137_C.mzML:area,datafile:137_C.mzML:rt,datafile:137_C.mzML:mz_range:min,datafile:137_C.mzML:mz_range:max,datafile:137_C.mzML:charge,datafile:137_C.mzML:fragment_scans,datafile:137_C.mzML:rt_ms2_apex_distance,datafile:137_C.mzML:fwhm,datafile:137_C.mzML:rt_range:min,datafile:137_C.mzML:rt_range:max,datafile:137_C.mzML:feature_state,datafile:137_C.mzML:mz,datafile:137_C.mzML:intensity_range:min,datafile:137_C.mzML:intensity_range:max,datafile:137_C.mzML:asymmetry_factor,datafile:137_C.mzML:isotopes,datafile:137_C.mzML:tailing_factor,datafile:137_C.mzML:height,datafile:RSZ_C.mzML:area,datafile:RSZ_C.mzML:rt,datafile:RSZ_C.mzML:mz_range:min,datafile:RSZ_C.mzML:mz_range:max,datafile:RSZ_C.mzML:charge,datafile:RSZ_C.mzML:fragment_scans,datafile:RSZ_C.mzML:rt_ms2_apex_distance,datafile:RSZ_C.mzML:fwhm,datafile:RSZ_C.mzML:rt_range:min,datafile:RSZ_C.mzML:rt_range:max,datafile:RSZ_C.mzML:feature_state,datafile:RSZ_C.mzML:mz,datafile:RSZ_C.mzML:intensity_range:min,datafile:RSZ_C.mzML:intensity_range:max,datafile:RSZ_C.mzML:asymmetry_factor,datafile:RSZ_C.mzML:isotopes,datafile:RSZ_C.mzML:tailing_factor,datafile:RSZ_C.mzML:height
6.274E5,10.424,329.17181,329.1727,1,1,0.5,1,0,1,0,0,0,0,10.3273,10.4734,329.17184,,,,,,,,,,,,,,,,,2.077E4,7.548E6,,,,,,,,,,1117,294,-1,0,1,0,7.548E6,6.274E5,10.424,329.17181,329.1727,1,1,-0.0413,0.0849,10.3273,10.4734,DETECTED,329.17184,2.077E4,7.548E6,0.6701,3,0.7558,7.548E6,,,,,,,,,,,UNKNOWN,,,,,,,
3.662E5,10.4274,793.54517,793.55072,1,1,0.5,1,0,1,0,0,0,0,10.3389,10.4536,793.54598,,,,,,,,,,,,,,,,,3.707E5,5.779E6,,,,,,,,,,1118,2,1,31,56,28,5.779E6,,,,,,,,,,,UNKNOWN,,,,,,,,3.662E5,10.4274,793.54517,793.55072,1,1,0.0039,0.2888,10.3389,10.4536,DETECTED,793.54598,3.707E5,5.779E6,0.4116,4,0.6976,5.779E6
6.098E5,10.4536,446.28885,446.29056,1,1,0.5,1,0,1,0,0,0,0,10.2935,10.4995,446.28964,,,,,,,,,,,,,,,,,2.149E5,8.483E6,,,,,,,,,,1119,3,8,9,40,14,8.483E6,,,,,,,,,,,UNKNOWN,,,,,,,,6.098E5,10.4536,446.28885,446.29056,1,1,-0.0198,0.2818,10.2935,10.4995,DETECTED,446.28964,2.149E5,8.483E6,0.9836,2,0.733,8.483E6
7.065E5,10.4536,602.40063,602.40094,1,1,0.5,1,0,1,0,0,0,0,10.3618,10.5228,602.40077,,,,,,,,,,,,,,,,,1.326E6,6.894E6,100,,,,,,,,,1120,30,44,2,3,3,6.894E6,,,,,,,,,,,UNKNOWN,,,,,,,,7.065E5,10.4536,602.40063,602.40094,1,1,-0.0211,0.1114,10.3618,10.5228,DETECTED,602.40077,1.326E6,6.894E6,0.9224,3,0.8764,6.894E6
9.02E5,10.4536,853.58441,853.58551,1,1,0.5,1,0,1,0,0,0,0,10.3618,10.4995,853.5846,,,,,,,,,,,,,,,,,1.934E6,1.085E7,100,,,,,,,,,1121,295,-1,0,1,0,1.085E7,,,,,,,,,,,UNKNOWN,,,,,,,,9.02E5,10.4536,853.58441,853.58551,1,1,0.0035,0.1006,10.3618,10.4995,DETECTED,853.5846,1.934E6,1.085E7,0.6139,4,0.7496,1.085E7
7.031E5,10.5456,331.26254,331.26288,1,1,0.5,1,0,1,0,0,0,0,10.3773,10.5918,331.26261,,,,,,,,,,,,,,,,,2.438E5,8.031E6,103,93,[M+H-H2O]+,2,348.26605,1123;1122,,,,1122,2,22,3,56,5,8.031E6,7.031E5,10.5456,331.26254,331.26288,1,1,-0.0443,0.0823,10.3773,10.5918,DETECTED,331.26261,2.438E5,8.031E6,0.4758,2,0.6809,8.031E6,,,,,,,,,,,UNKNOWN,,,,,,,
1.335E6,10.5456,371.25522,371.25882,1,1,0.5,1,0,1,0,0,0,0,10.3503,10.5918,371.25541,,,,,,,,,,,,,,,,,1.915E5,1.533E7,103,93,[M+Na]+,2,348.26605,1123;1122,,,,1123,296,-1,0,1,0,1.533E7,1.335E6,10.5456,371.25522,371.25882,1,1,-0.0669,0.0821,10.3503,10.5918,DETECTED,371.25541,1.915E5,1.533E7,0.4729,6,0.68,1.533E7,,,,,,,,,,,UNKNOWN,,,,,,,
8.728E5,10.5584,719.48914,719.49164,1,2,1,2,0,0.956,0.42,0.0003,0.0205,0,10.4274,10.6151,719.49059,,,,,,,,,,,,,,,,,1.94E5,1.121E7,,,,,,,,,,1124,297,-1,0,1,0,1.121E7,5.189E5,10.5687,719.49017,719.49164,1,1,-0.018,0.0965,10.4499,10.6151,DETECTED,719.49044,1.94E5,6.128E6,0.5351,4,0.7498,6.128E6,8.728E5,10.5482,719.48914,719.491,1,1,0.005,0.1058,10.4274,10.5941,DETECTED,719.49074,2.435E5,1.121E7,0.6316,6,0.7634,1.121E7
1.404E6,10.6195,314.26819,314.26849,1,1,0.5,1,0,1,0,0,0,0,10.5228,10.688,314.26844,Candidate Leucine-C12:0 (delta mass:182.1661) (0.928),Candidate Leucine-C12:0 (delta mass:182.1661),0.928,13,0.9569,M+H,,CCCCCCCCCCCC(=O)NC(CC(C)C)C(=O)O,N/A,314.268,314.268,0.00044,1.39,,CCMSLIB00016340297,N/A,1.585E6,1.412E7,,,,,,,,,,1125,19,23,2,5,5,1.412E7,,,,,,,,,,,UNKNOWN,,,,,,,,1.404E6,10.6195,314.26819,314.26849,1,1,0.005,0.1114,10.5228,10.688,DETECTED,314.26844,1.585E6,1.412E7,0.9507,4,0.854,1.412E7
2.201E6,10.6195,744.40576,744.40649,1,1,0.5,1,0,1,0,0,0,0,10.4995,10.688,744.40631,,,,,,,,,,,,,,,,,2.554E5,2.011E7,105,,,,,,,,,1126,298,-1,0,1,0,2.011E7,,,,,,,,,,,UNKNOWN,,,,,,,,2.201E6,10.6195,744.40576,744.40649,1,1,-0.0463,0.1195,10.4995,10.688,DETECTED,744.40631,2.554E5,2.011E7,0.7319,11,0.8448,2.011E7
8.948E5,10.6195,755.39661,755.40094,1,1,0.5,1,0,1,0,0,0,0,10.4274,10.7144,755.39693,,,,,,,,,,,,,,,,,1.692E5,6.95E6,105,,,,,,,,,1127,299,-1,0,1,0,6.95E6,,,,,,,,,,,UNKNOWN,,,,,,,,8.948E5,10.6195,755.39661,755.40094,1,1,-0.0434,0.1483,10.4274,10.7144,DETECTED,755.39693,1.692E5,6.95E6,1.0003,11,0.771,6.95E6
8.428E5,10.688,987.55176,987.55408,1,1,0.5,1,0,1,0,0,0,0,10.5709,10.7604,987.55359,,,,,,,,,,,,,,,,,3.089E5,7.43E6,,,,,,,,,,1128,300,-1,0,1,0,7.43E6,,,,,,,,,,,UNKNOWN,,,,,,,,8.428E5,10.688,987.55176,987.55408,1,1,-0.0402,0.1137,10.5709,10.7604,DETECTED,987.55359,3.089E5,7.43E6,0.7933,4,0.8801,7.43E6
1.239E6,10.6987,473.34387,473.34476,1,2,1,2,0,0.985,0.03,0.00001,0.0215,0,10.5941,10.8335,473.34429,,,,,,,,,,,,,,,,,2.833E5,8.441E6,108,,,,,,,,,1129,301,-1,0,1,0,8.441E6,7.368E5,10.7095,473.34418,473.34476,1,1,-0.0213,0.114,10.6151,10.778,DETECTED,473.3443,3.728E5,6.895E6,0.7269,3,0.8635,6.895E6,1.239E6,10.688,473.34387,473.34467,1,1,-0.0189,0.1529,10.5941,10.8335,DETECTED,473.34429,2.833E5,8.441E6,2.1364,3,1.5065,8.441E6
1.192E6,10.7119,517.37042,517.37317,1,2,1,2,0,0.988,0.12,0.00006,0.0049,0,10.6151,10.7872,517.37059,,,,,,,,,,,,,,,,,2.482E5,1.114E7,108,,,,,,,,,1130,302,-1,0,1,0,1.114E7,8.22E5,10.7095,517.37042,517.37317,1,1,-0.0201,0.1087,10.6151,10.778,DETECTED,517.37056,2.482E5,8.352E6,0.941,3,0.8635,8.352E6,1.192E6,10.7144,517.37042,517.37085,1,1,-0.0441,0.114,10.6195,10.7872,DETECTED,517.37062,4.296E5,1.114E7,0.7677,3,0.8838,1.114E7
1.314E6,10.7232,561.39655,561.39868,1,2,1,2,0,0.963,0.35,0.0002,0.0177,0,10.6151,10.8102,561.39669,,,,,,,,,,,,,,,,,3.26E5,1.157E7,108,,,,,,,,,1131,303,-1,0,1,0,1.157E7,7.883E5,10.732,561.39655,561.39789,1,1,-0.0414,0.1185,10.6151,10.778,DETECTED,561.3966,3.26E5,8.215E6,0.5063,3,0.7407,8.215E6,1.314E6,10.7144,561.39661,561.39868,1,1,-0.021,0.1262,10.6195,10.8102,DETECTED,561.39679,3.54E5,1.157E7,1.3322,3,1.005,1.157E7
1.158E6,10.7347,605.42242,605.42383,1,2,1,2,0,0.986,0.15,0.00009,0.0052,0,10.6195,10.8102,605.42267,,,,,,,,,,,,,,,,,2.044E5,1.057E7,108,,,,,,,,,1132,304,-1,0,1,0,1.057E7,7.376E5,10.732,605.42249,605.42297,1,1,-0.0191,0.1052,10.6378,10.801,DETECTED,605.42263,2.044E5,7.351E6,0.9035,3,0.8659,7.351E6,1.158E6,10.7373,605.42242,605.42383,1,1,-0.0427,0.1206,10.6195,10.8102,DETECTED,605.42272,2.635E5,1.057E7,0.8157,3,0.8839,1.057E7
8.763E5,10.7347,649.44714,649.45172,1,2,1,2,0,0.968,0.39,0.00025,0.0052,0,10.6151,10.8102,649.44866,,,,,,,,,,,,,,,,,1.503E5,8.543E6,108,,,,,,,,,1133,305,-1,0,1,0,8.543E6,5.323E5,10.732,649.44714,649.44897,1,1,-0.0177,0.1065,10.6151,10.801,DETECTED,649.44853,1.503E5,5.488E6,0.9761,3,0.8839,5.488E6,8.763E5,10.7373,649.44824,649.45172,1,1,-0.0206,0.1108,10.6195,10.8102,DETECTED,649.44878,1.644E5,8.543E6,0.9609,3,0.8998,8.543E6
6.39E5,10.7373,693.47369,693.47656,1,1,0.5,1,0,1,0,0,0,0,10.5941,10.8102,693.47484,,,,,,,,,,,,,,,,,1.254E5,6.315E6,108,,,,,,,,,1134,306,-1,0,1,0,6.315E6,,,,,,,,,,,UNKNOWN,,,,,,,,6.39E5,10.7373,693.47369,693.47656,1,1,-0.0178,0.1139,10.5941,10.8102,DETECTED,693.47484,1.254E5,6.315E6,1.0318,3,0.9101,6.315E6
2.983E6,10.7872,713.4682,713.47058,1,1,0.5,1,0,1,0,0,0,0,10.688,10.8102,713.4685,,,,,,,,,,,,,,,,,1.083E6,4.482E7,,,,,,,,,,1135,31,42,2,3,3,4.482E7,,,,,,,,,,,UNKNOWN,,,,,,,,2.983E6,10.7872,713.4682,713.47058,1,1,-0.0464,0.0705,10.688,10.8102,DETECTED,713.4685,1.083E6,4.482E7,0.3331,4,0.6607,4.482E7
4.06E6,10.7872,735.44989,735.45203,1,1,0.5,1,0,1,0,0,0,0,10.688,10.8102,735.45028,,,,,,,,,,,,,,,,,2.568E6,6.142E7,,,,,,,,,,1136,32,43,2,3,3,6.142E7,,,,,,,,,,,UNKNOWN,,,,,,,,4.06E6,10.7872,735.44989,735.45203,1,1,-0.0476,0.0721,10.688,10.8102,DETECTED,735.45028,2.568E6,6.142E7,0.3305,4,0.6588,6.142E7
6.264E5,10.8239,366.24139,366.24246,1,1,0.5,1,0,1,0,0,0,0,10.732,10.8714,366.24225,,,,,,,,,,,,,,,,,7.03E3,9.294E6,,,,,,,,,,1138,60,54,1,2,2,9.294E6,6.264E5,10.8239,366.24139,366.24246,1,1,0.005,0.0931,10.732,10.8714,DETECTED,366.24225,7.03E3,9.294E6,0.8141,3,0.8731,9.294E6,,,,,,,,,,,UNKNOWN,,,,,,,
1.078E6,10.9104,280.26288,280.26349,1,2,1,2,0,0.962,0.44,0.00012,0.0123,0,10.8239,10.961,280.26298,,,,,,,,,,,,,,,,,2.382E5,1.374E7,107,94,[M+H]+,2,279.25568,1139;1140,,,,1139,3,12,6,40,10,1.374E7,1.078E6,10.9166,280.26288,280.26349,1,1,-0.0402,0.0825,10.8239,10.961,DETECTED,280.26292,2.382E5,1.374E7,0.6379,3,0.8054,1.374E7,7.711E5,10.9043,280.26297,280.26318,1,1,-0.0179,0.0924,10.8335,10.9528,DETECTED,280.26305,3.358E5,1.038E7,0.6854,3,0.8427,1.038E7
7.062E5,10.9166,302.24469,302.24493,1,1,0.5,1,0,1,0,0,0,0,10.801,10.961,302.24479,,,,,,,,,,,,,,,,,9.259E4,9.031E6,107,94,[M+Na]+,2,279.25568,1139;1140,,,,1140,307,-1,0,1,0,9.031E6,7.062E5,10.9166,302.24469,302.24493,1,1,-0.0191,0.0767,10.801,10.961,DETECTED,302.24479,9.259E4,9.031E6,0.6394,3,0.7718,9.031E6,,,,,,,,,,,UNKNOWN,,,,,,,
1.772E6,10.9166,512.23804,512.24005,1,2,0.5,1,0,1,0,0,0,0,10.6842,11.1489,512.23828,,,,,,,,,,,,,,,,,1.618E5,5.734E6,,,,,,,,,,1141,4,3,15,32,23,5.734E6,1.772E6,10.9166,512.23804,512.24005,1,2,-0.1362,0.3926,10.6842,11.1489,DETECTED,512.23828,1.618E5,5.734E6,1.1174,3,0.9999,5.734E6,,,,,,,,,,,UNKNOWN,,,,,,,
1.312E6,10.933,443.33344,443.33511,1,2,1,2,0,0.992,0.01,0,0.012,0,10.7604,11.0305,443.33368,,,,,,,,,,,,,,,,,5.366E5,1.082E7,109,,,,,,,,,1142,308,-1,0,1,0,1.082E7,1.312E6,10.939,443.33344,443.33511,1,1,-0.0404,0.1256,10.778,11.0305,DETECTED,443.33368,5.366E5,1.082E7,1.0414,4,0.796,1.082E7,1.062E6,10.9271,443.33353,443.33463,1,1,-0.0205,0.1189,10.7604,10.9988,DETECTED,443.33368,6.965E5,9.983E6,0.2903,3,0.8478,9.983E6
1.672E6,10.933,487.35959,487.36023,1,2,1,2,0,0.966,0.36,0.00017,0.012,0,10.8335,11.0305,487.35974,,,,,,,,,,,,,,,,,7.656E5,1.485E7,109,,,,,,,,,1143,309,-1,0,1,0,1.485E7,1.652E6,10.939,487.35959,487.36023,1,1,-0.0201,0.1318,10.8467,11.0305,DETECTED,487.35965,7.656E5,1.41E7,1.3565,3,1.143,1.41E7,1.672E6,10.9271,487.35965,487.36011,1,1,-0.0193,0.1363,10.8335,11.018,DETECTED,487.35982,8.812E5,1.485E7,1.3446,3,1.1275,1.485E7
8.462E5,10.9569,350.20964,350.21237,1,2,1,2,0,0.972,0.31,0.00011,0.0082,0,10.8714,11.0061,350.21179,,,,,,,,,,,,,,,,,2.789E5,1.267E7,109,,,,,,,,,1144,310,-1,0,1,0,1.267E7,8.462E5,10.961,350.20964,350.21237,1,1,0.0048,0.0784,10.8714,11.0061,DETECTED,350.21174,2.789E5,1.267E7,0.7491,3,0.849,1.267E7,3.567E5,10.9528,350.21151,350.21216,1,1,0.0048,0.0984,10.8813,10.9988,DETECTED,350.21184,9.101E5,5.246E6,0.8945,2,0.8225,5.246E6
2.028E6,10.9569,531.38574,531.38837,1,2,1,2,0,0.959,0.47,0.00025,0.0082,0,10.8102,11.0537,531.38605,,,,,,,,,,,,,,,,,6.017E5,1.659E7,109,,,,,,,,,1145,311,-1,0,1,0,1.659E7,1.808E6,10.961,531.38574,531.38696,1,1,-0.0394,0.1326,10.8239,11.0537,DETECTED,531.38593,6.017E5,1.424E7,1.0562,3,0.8776,1.424E7,2.028E6,10.9528,531.38599,531.38837,1,1,-0.0438,0.13,10.8102,11.0431,DETECTED,531.38618,7.235E5,1.659E7,1.0191,3,0.8876,1.659E7
1.944E6,10.9569,575.41193,575.41351,1,2,1,2,0,0.961,0.45,0.00026,0.0082,0,10.8239,11.0537,575.41213,,,,,,,,,,,,,,,,,5.591E5,1.662E7,109,,,,,,,,,1146,312,-1,0,1,0,1.662E7,1.7E6,10.961,575.41193,575.41351,1,1,-0.0197,0.1273,10.8239,11.0537,DETECTED,575.412,5.591E5,1.398E7,1.1181,3,0.9194,1.398E7,1.944E6,10.9528,575.41211,575.41278,1,1,-0.022,0.1238,10.8335,11.0431,DETECTED,575.41226,6.236E5,1.662E7,1.2397,3,0.9653,1.662E7
1.58E6,10.9569,619.43738,619.43994,1,2,1,2,0,0.95,0.6,0.00037,0.0082,0,10.8335,11.0537,619.43805,,,,,,,,,,,,,,,,,4.831E5,1.344E7,109,,,,,,,,,1147,313,-1,0,1,0,1.344E7,1.368E6,10.961,619.43738,619.43848,1,1,-0.0185,0.1306,10.8467,11.0537,DETECTED,619.43787,4.831E5,1.15E7,1.3289,3,1.0131,1.15E7,1.58E6,10.9528,619.43811,619.43994,1,1,-0.0208,0.1303,10.8335,11.0431,DETECTED,619.43824,4.964E5,1.344E7,1.2861,3,0.9809,1.344E7
1.32E6,10.9795,663.46356,663.46808,1,2,1,2,0,0.968,0.36,0.00024,0.0077,0,10.8335,11.0664,663.46418,,,,,,,,,,,,,,,,,3.071E5,1.024E7,109,,,,,,,,,1148,314,-1,0,1,0,1.024E7,1.037E6,10.9833,663.46356,663.46564,1,1,-0.0396,0.1334,10.8467,11.0537,DETECTED,663.46406,3.071E5,9.147E6,0.7794,3,0.8134,9.147E6,1.32E6,10.9757,663.46381,663.46808,1,1,-0.0424,0.1436,10.8335,11.0664,DETECTED,663.4643,3.335E5,1.024E7,1.0107,3,0.9216,1.024E7
9.546E5,10.9795,707.48871,707.49133,1,2,1,2,0,0.944,0.69,0.00049,0.0077,0,10.8335,11.0664,707.49012,,,,,,,,,,,,,,,,,1.457E5,7.801E6,109,,,,,,,,,1149,315,-1,0,1,0,7.801E6,6.66E5,10.9833,707.48871,707.49109,1,1,-0.0187,0.1453,10.8467,11.0537,DETECTED,707.48988,3.11E5,5.8E6,0.7851,3,0.8096,5.8E6,9.546E5,10.9757,707.49005,707.49133,1,1,-0.0206,0.1313,10.8335,11.0664,DETECTED,707.49037,1.457E5,7.801E6,1.0554,3,0.9845,7.801E6
6.862E5,11.0305,342.29922,342.29964,1,1,0.5,1,0,1,0,0,0,0,10.939,11.0767,342.29957,Candidate GABA-C16:0 (delta mass:238.2305) (0.789),Candidate GABA-C16:0 (delta mass:238.2305),0.789,16,0.9788,M+H,,CCCCCCCCCCCCCCCC(=O)NCCC(=O)O,N/A,342.301,342.301,-0.00143,-4.18,,CCMSLIB00016340445,N/A,8.855E5,8.894E6,,,,,,,,,,1150,316,-1,0,1,0,8.894E6,6.862E5,11.0305,342.29922,342.29964,1,1,-0.0421,0.0758,10.939,11.0767,DETECTED,342.29957,8.855E5,8.894E6,0.6652,3,0.8201,8.894E6,,,,,,,,,,,UNKNOWN,,,,,,,
6.801E5,11.0767,311.21866,311.21917,1,1,0.5,1,0,1,0,0,0,0,10.9833,11.1955,311.2187,,,,,,,,,,,,,,,,,6.066E5,5.146E6,,,,,,,,,,1151,317,-1,0,1,0,5.146E6,6.801E5,11.0767,311.21866,311.21917,1,1,-0.0179,0.146,10.9833,11.1955,DETECTED,311.2187,6.066E5,5.146E6,1.6448,2,1.1362,5.146E6,,,,,,,,,,,UNKNOWN,,,,,,,
6.902E5,11.0944,256.26291,256.26318,1,2,1,2,0,0.974,0.31,0.00008,0.0103,0,10.9988,11.1489,256.26305,Spectral Match to Palmitamide from NIST14 (0.750),Spectral Match to Palmitamide from NIST14,0.75,17,0.849,M+H,,CCCCCCCCCCCCCCCC(=O)N,"InChI=1S/C16H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H2,17,18)",255.256,256.264,-0.00095,-3.71,,CCMSLIB00003137937,629549,6.968E4,1.003E7,,,,,,,,,,1152,27,45,2,3,3,1.003E7,6.902E5,11.0996,256.26291,256.26318,1,1,-0.0179,0.1091,11.0061,11.1489,DETECTED,256.26301,6.968E4,1.003E7,1.0004,3,0.8911,1.003E7,4.705E5,11.0893,256.26291,256.26312,1,1,-0.0179,0.1136,10.9988,11.1383,DETECTED,256.26309,9.422E4,6.731E6,0.8348,2,0.8713,6.731E6
1.327E6,11.1662,353.26538,353.26614,1,2,1,2,0,0.979,0.19,0.00007,0.0102,0,10.9988,11.2177,353.26562,,,,,,,,,,,,,,,,,3.489E5,1.752E7,,,,,,,,,,1153,318,-1,0,1,0,1.752E7,1.327E6,11.1713,353.26547,353.26592,1,1,-0.0176,0.1132,11.0061,11.2177,DETECTED,353.26559,1.157E6,1.752E7,0.5146,3,0.6559,1.752E7,8.432E5,11.1611,353.26538,353.26614,1,1,-0.0178,0.095,10.9988,11.2102,DETECTED,353.26565,3.489E5,1.129E7,0.3998,3,0.8465,1.129E7
1.032E6,11.2028,457.34897,457.35269,1,2,1,2,0,0.964,0.36,0.00017,0.0147,0,11.0893,11.2879,457.34924,,,,,,,,,,,,,,,,,3.07E5,7.88E6,111,,,,,,,,,1154,319,-1,0,1,0,7.88E6,7.545E5,11.1955,457.34912,457.35269,1,1,0.0023,0.1326,11.0996,11.2879,DETECTED,457.34932,3.07E5,6.173E6,1.2772,2,0.9819,6.173E6,1.032E6,11.2102,457.34897,457.34973,1,1,-0.0456,0.1436,11.0893,11.281,DETECTED,457.34916,4.28E5,7.88E6,0.5856,2,0.7928,7.88E6
7.029E5,11.2102,677.47949,677.4834,1,1,0.5,1,0,1,0,0,0,0,11.0431,11.281,677.47992,,,,,,,,,,,,,,,,,7.45E4,6.112E6,111,,,,,,,,,1155,320,-1,0,1,0,6.112E6,,,,,,,,,,,UNKNOWN,,,,,,,,7.029E5,11.2102,677.47949,677.4834,1,1,0.0023,0.1299,11.0431,11.281,DETECTED,677.47992,7.45E4,6.112E6,0.7684,3,0.8171,6.112E6
1.32E6,11.214,501.37521,501.37711,1,2,1,2,0,0.977,0.25,0.00012,0.0075,0,11.0767,11.2879,501.37542,,,,,,,,,,,,,,,,,2.393E5,1.043E7,111,,,,,,,,,1156,321,-1,0,1,0,1.043E7,9.742E5,11.2177,501.37531,501.37711,1,1,-0.0414,0.125,11.0767,11.2879,DETECTED,501.37549,2.393E5,8.237E6,0.7611,2,0.7921,8.237E6,1.32E6,11.2102,501.37521,501.37589,1,1,-0.0468,0.1416,11.0893,11.281,DETECTED,501.37536,4.902E5,1.043E7,0.7036,3,0.7928,1.043E7
1.229E6,11.214,589.42609,589.42999,1,2,1,2,0,0.989,0.09,0.00005,0.0075,0,11.0664,11.2879,589.42768,,,,,,,,,,,,,,,,,1.424E5,1.011E7,111,,,,,,,,,1157,322,-1,0,1,0,1.011E7,8.519E5,11.2177,589.42609,589.42877,1,1,-0.0188,0.1475,11.0767,11.2879,DETECTED,589.42771,1.424E5,7.249E6,0.7971,3,0.8218,7.249E6,1.229E6,11.2102,589.42743,589.42999,1,1,-0.0225,0.1404,11.0664,11.281,DETECTED,589.42765,2.282E5,1.011E7,0.7453,3,0.8089,1.011E7
9.746E5,11.214,633.45337,633.45538,1,2,1,2,0,0.947,0.64,0.00041,0.0075,0,11.0431,11.2879,633.4539,,,,,,,,,,,,,,,,,1.629E5,8.66E6,111,,,,,,,,,1158,323,-1,0,1,0,8.66E6,6.353E5,11.2177,633.45337,633.45532,1,1,0.0023,0.1306,11.0996,11.2879,DETECTED,633.4541,1.921E5,5.804E6,0.8318,3,0.8912,5.804E6,9.746E5,11.2102,633.45343,633.45538,1,1,-0.0201,0.1246,11.0431,11.281,DETECTED,633.45369,1.629E5,8.66E6,0.7688,3,0.8252,8.66E6
1.366E6,11.2254,545.40143,545.40265,1,2,1,2,0,0.966,0.21,0.00011,0.0303,0,11.0664,11.2879,545.40167,,,,,,,,,,,,,,,,,2.623E5,1.138E7,111,,,,,,,,,1159,324,-1,0,1,0,1.138E7,9.216E5,11.2405,545.40161,545.40265,1,1,-0.063,0.1374,11.0767,11.2879,DETECTED,545.40173,2.623E5,7.628E6,0.4209,3,0.6662,7.628E6,1.366E6,11.2102,545.40143,545.40198,1,1,-0.0444,0.1283,11.0664,11.281,DETECTED,545.40162,2.891E5,1.138E7,0.7268,3,0.8002,1.138E7
9.149E6,11.2369,282.27853,282.27878,1,2,1,2,0,0.977,0.26,0.00007,0.0072,0,11.1383,11.2879,282.27862,Oleamide (0.899),Oleamide,0.899,31,0.9638,[M+H]+,C18H35NO,CCCCCCCC/C=C\CCCCCCCC(N)=O,"InChI=1S/C18H35NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H2,19,20)/b10-9-",281.27186,282.27914,-0.00052,-1.83,9.4714,1506.0,,2.181E6,1.255E8,111,95,[M+H]+,3,281.27136,1160;1161,,,,1160,3,12,5,40,10,1.255E8,9.149E6,11.2405,282.27853,282.27878,1,1,-0.088,0.0779,11.1489,11.2879,DETECTED,282.27866,2.8E6,1.255E8,0.7091,3,0.8332,1.255E8,8.773E6,11.2333,282.27856,282.27878,1,1,0.0023,0.0824,11.1383,11.281,DETECTED,282.27859,2.181E6,1.065E8,0.6634,3,0.8212,1.065E8
4.103E6,11.2369,304.26038,304.26074,1,2,1,2,0,0.971,0.33,0.0001,0.0072,0,11.1383,11.2879,304.26049,,,,,,,,,,,,,,,,,3.839E5,5.715E7,111,95,[M+Na]+,3,281.27136,1160;1161;1163,,,,1161,57,56,1,2,2,5.715E7,4.103E6,11.2405,304.26053,304.26071,1,1,-0.0404,0.0754,11.1489,11.2879,DETECTED,304.26054,1.177E6,5.715E7,0.7138,3,0.8353,5.715E7,2.476E6,11.2333,304.26038,304.26074,1,1,-0.0445,0.0793,11.1383,11.281,DETECTED,304.26044,3.839E5,3.097E7,0.677,3,0.8274,3.097E7
3.904E5,11.2405,366.23071,366.2312,1,1,0.5,1,0,1,0,0,0,0,11.1489,11.2879,366.23089,,,,,,,,,,,,,,,,,3.238E5,5.48E6,111,,,,,,,,,1162,325,-1,0,1,0,5.48E6,3.904E5,11.2405,366.23071,366.2312,1,1,0.0049,0.0808,11.1489,11.2879,DETECTED,366.23089,3.238E5,5.48E6,0.7258,3,0.8385,5.48E6,,,,,,,,,,,UNKNOWN,,,,,,,
