area,rt,mz_range:min,mz_range:max,charge,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:similarity_score,spectral_db_matches:n_matching_signals,spectral_db_matches:explained_intensity_percent,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:inchi,spectral_db_matches:neutral_mass,spectral_db_matches:precursor_mz,spectral_db_matches:mz_diff,spectral_db_matches:mz_diff_ppm,spectral_db_matches:rt_absolute_error,spectral_db_matches:entry_id,spectral_db_matches:cas,intensity_range:min,intensity_range:max,feature_group,ion_identities:iin_id,ion_identities:ion_identities,ion_identities:list_size,ion_identities:neutral_mass,ion_identities:partner_row_ids,ion_identities:iin_relationship,ion_identities:consensus_formulas,ion_identities:simple_formulas,id,molecular_networking:net_cluster_id,molecular_networking:net_community_id,molecular_networking:edges,molecular_networking:net_cluster_size,molecular_networking:net_community_size,height,datafile:137_C.mzML:area,datafile:137_C.mzML:rt,datafile:137_C.mzML:mz_range:min,datafile:137_C.mzML:mz_range:max,datafile:137_C.mzML:charge,datafile:137_C.mzML:fragment_scans,datafile:137_C.mzML:rt_ms2_apex_distance,datafile:137_C.mzML:fwhm,datafile:137_C.mzML:rt_range:min,datafile:137_C.mzML:rt_range:max,datafile:137_C.mzML:feature_state,datafile:137_C.mzML:mz,datafile:137_C.mzML:intensity_range:min,datafile:137_C.mzML:intensity_range:max,datafile:137_C.mzML:asymmetry_factor,datafile:137_C.mzML:isotopes,datafile:137_C.mzML:tailing_factor,datafile:137_C.mzML:height,datafile:RSZ_C.mzML:area,datafile:RSZ_C.mzML:rt,datafile:RSZ_C.mzML:mz_range:min,datafile:RSZ_C.mzML:mz_range:max,datafile:RSZ_C.mzML:charge,datafile:RSZ_C.mzML:fragment_scans,datafile:RSZ_C.mzML:rt_ms2_apex_distance,datafile:RSZ_C.mzML:fwhm,datafile:RSZ_C.mzML:rt_range:min,datafile:RSZ_C.mzML:rt_range:max,datafile:RSZ_C.mzML:feature_state,datafile:RSZ_C.mzML:mz,datafile:RSZ_C.mzML:intensity_range:min,datafile:RSZ_C.mzML:intensity_range:max,datafile:RSZ_C.mzML:asymmetry_factor,datafile:RSZ_C.mzML:isotopes,datafile:RSZ_C.mzML:tailing_factor,datafile:RSZ_C.mzML:height
5.071E6,6.6565,507.25571,507.26196,1,3,0.5,1,0,1,0,0,0,0,6.2122,6.7416,507.2594,,,,,,,,,,,,,,,,,1.168E5,2.76E7,15,,,,,,,,,288,1,17,9,126,7,2.76E7,,,,,,,,,,,UNKNOWN,,,,,,,,5.071E6,6.6565,507.25571,507.26196,1,3,-0.2936,0.1686,6.2122,6.7416,DETECTED,507.2594,1.168E5,2.76E7,0.3226,3,0.6296,2.76E7
1.77E6,6.6677,485.27328,485.2753,1,1,0.5,1,0,1,0,0,0,0,6.5535,6.7374,485.27503,,,,,,,,,,,,,,,,,1.331E6,1.819E7,23,,,,,,,,,289,43,67,1,2,2,1.819E7,1.77E6,6.6677,485.27328,485.2753,1,1,0.0047,0.0948,6.5535,6.7374,DETECTED,485.27503,1.331E6,1.819E7,0.7944,2,0.8629,1.819E7,,,,,,,,,,,UNKNOWN,,,,,,,
6.16E5,6.6923,528.28881,528.29028,,1,0.5,1,0,1,0,0,0,0,6.5979,6.76,528.28944,,,,,,,,,,,,,,,,,1.223E6,6.888E6,23,,,,,,,,,293,120,-1,0,1,0,6.888E6,6.16E5,6.6923,528.28881,528.29028,,1,0.0273,0.0901,6.5979,6.76,DETECTED,528.28944,1.223E6,6.888E6,0.8911,,0.859,6.888E6,,,,,,,,,,,UNKNOWN,,,,,,,
4.194E6,6.6923,629.36426,629.37128,1,1,0.5,1,0,1,0,0,0,0,6.4622,6.76,629.36533,,,,,,,,,,,,,,,,,8.667E5,3.6E7,23,,,,,,,,,294,1,2,12,126,25,3.6E7,4.194E6,6.6923,629.36426,629.37128,1,1,-0.0223,0.1024,6.4622,6.76,DETECTED,629.36533,8.667E5,3.6E7,0.437,3,0.6802,3.6E7,,,,,,,,,,,UNKNOWN,,,,,,,
1.699E7,6.7148,790.4115,790.41626,1,1,0.5,1,0,1,0,0,0,0,6.4847,6.76,790.41189,,,,,,,,,,,,,,,,,2.325E6,1.405E8,23,,,,,,,,,296,1,27,5,126,5,1.405E8,1.699E7,6.7148,790.4115,790.41626,1,1,-0.137,0.1215,6.4847,6.76,DETECTED,790.41189,2.325E6,1.405E8,0.262,4,0.6204,1.405E8,,,,,,,,,,,UNKNOWN,,,,,,,
7.604E5,6.7374,229.15366,229.15463,,1,0.5,1,0,1,0,0,0,0,6.6454,6.8055,229.15404,,,,,,,,,,,,,,,,,2.621E6,7.58E6,23,,,,,,,,,298,1,17,4,126,7,7.58E6,7.604E5,6.7374,229.15366,229.15463,,1,0.0035,0.1043,6.6454,6.8055,DETECTED,229.15404,2.621E6,7.58E6,0.7393,,0.8697,7.58E6,,,,,,,,,,,UNKNOWN,,,,,,,
1.223E7,6.7374,351.22008,351.22076,1,1,0.5,1,0,1,0,0,0,0,6.4847,6.7833,351.22036,,,,,,,,,,,,,,,,,1.528E6,1.123E8,23,,,,,,,,,299,1,-1,1,126,0,1.123E8,1.223E7,6.7374,351.22008,351.22076,1,1,-0.0874,0.1065,6.4847,6.7833,DETECTED,351.22036,1.528E6,1.123E8,0.2719,2,0.6138,1.123E8,,,,,,,,,,,UNKNOWN,,,,,,,
2.356E6,6.7374,564.27814,564.28107,1,1,0.5,1,0,1,0,0,0,0,6.5311,6.7833,564.28076,,,,,,,,,,,,,,,,,1.103E6,2.151E7,23,,,,,,,,,300,1,2,13,126,25,2.151E7,2.356E6,6.7374,564.27814,564.28107,1,1,-0.0191,0.1266,6.5311,6.7833,DETECTED,564.28076,1.103E6,2.151E7,0.3275,2,0.6239,2.151E7,,,,,,,,,,,UNKNOWN,,,,,,,
3.288E6,6.7374,701.43127,701.43915,1,1,0.5,1,0,1,0,0,0,0,6.5979,6.7833,701.43455,,,,,,,,,,,,,,,,,2.799E6,3.53E7,23,,,,,,,,,301,1,20,7,126,6,3.53E7,3.288E6,6.7374,701.43127,701.43915,1,1,-0.0404,0.1093,6.5979,6.7833,DETECTED,701.43455,2.799E6,3.53E7,0.4307,3,0.6816,3.53E7,,,,,,,,,,,UNKNOWN,,,,,,,
1.477E6,6.7416,523.28954,523.29132,1,1,0.5,1,0,1,0,0,0,0,6.4882,6.8087,523.29076,,,,,,,,,,,,,,,,,5.292E5,1.078E7,16,,,,,,,,,302,1,17,6,126,7,1.078E7,,,,,,,,,,,UNKNOWN,,,,,,,,1.477E6,6.7416,523.28954,523.29132,1,1,-0.1221,0.1281,6.4882,6.8087,DETECTED,523.29076,5.292E5,1.078E7,0.3371,3,0.6458,1.078E7
2.759E8,6.76,552.37457,552.37781,1,2,0.5,1,0,1,0,0,0,0,6.4622,6.8503,552.37481,,,,,,,,,,,,,,,,,1.482E6,2.034E9,23,,,,,,,,,306,1,5,28,126,20,2.034E9,2.759E8,6.76,552.37457,552.37781,1,2,-0.157,0.1385,6.4622,6.8503,DETECTED,552.37481,1.482E6,2.034E9,0.6009,5,0.7591,2.034E9,,,,,,,,,,,UNKNOWN,,,,,,,
1.922E6,6.76,574.35565,574.35809,1,1,0.5,1,0,1,0,0,0,0,6.5311,6.8969,574.35709,,,,,,,,,,,,,,,,,8.518E5,8.734E6,23,,,,,,,,,307,1,64,2,126,2,8.734E6,1.922E6,6.76,574.35565,574.35809,1,1,-0.0203,0.2448,6.5311,6.8969,DETECTED,574.35709,8.518E5,8.734E6,0.665,2,0.8147,8.734E6,,,,,,,,,,,UNKNOWN,,,,,,,
7.059E5,6.76,639.34906,639.35651,1,1,0.5,1,0,1,0,0,0,0,6.6677,6.8281,639.35143,,,,,,,,,,,,,,,,,1.993E6,8.475E6,23,,,,,,,,,309,121,-1,0,1,0,8.475E6,7.059E5,6.76,639.34906,639.35651,1,1,-0.0179,0.0823,6.6677,6.8281,DETECTED,639.35143,1.993E6,8.475E6,0.7373,2,0.8686,8.475E6,,,,,,,,,,,UNKNOWN,,,,,,,
1.578E6,6.7645,396.3248,396.32559,1,1,0.5,1,0,1,0,0,0,0,6.5111,6.9049,396.3252,,,,,,,,,,,,,,,,,5.445E5,7.888E6,20,,,,,,,,,310,122,-1,0,1,0,7.888E6,,,,,,,,,,,UNKNOWN,,,,,,,,1.578E6,6.7645,396.3248,396.32559,1,1,-0.1058,0.1811,6.5111,6.9049,DETECTED,396.3252,5.445E5,7.888E6,0.595,2,0.7977,7.888E6
1.047E6,6.7833,976.50983,976.51495,1,1,0.5,1,0,1,0,0,0,0,6.6454,6.8503,976.51242,,,,,,,,,,,,,,,,,1.739E6,8.074E6,23,,,,,,,,,313,1,37,2,126,4,8.074E6,1.047E6,6.7833,976.50983,976.51495,1,1,0.0047,0.1333,6.6454,6.8503,DETECTED,976.51242,1.739E6,8.074E6,0.4859,2,0.743,8.074E6,,,,,,,,,,,UNKNOWN,,,,,,,
1.564E6,6.7899,581.26691,581.26917,1,1,0.5,1,0,1,0,0,0,0,6.6769,6.8273,581.26875,,,,,,,,,,,,,,,,,1.187E5,2.2E7,,,,,,,,,,314,123,-1,0,1,0,2.2E7,,,,,,,,,,,UNKNOWN,,,,,,,,1.564E6,6.7899,581.26691,581.26917,1,1,0.0223,0.0835,6.6769,6.8273,DETECTED,581.26875,1.187E5,2.2E7,0.5453,2,0.7298,2.2E7
1.575E6,6.8055,358.22769,358.23096,,1,0.5,1,0,1,0,0,0,0,6.5979,6.8744,358.22804,,,,,,,,,,,,,,,,,1.462E6,1.173E7,22,,,,,,,,,315,44,68,1,2,2,1.173E7,1.575E6,6.8055,358.22769,358.23096,,1,-0.042,0.1216,6.5979,6.8744,DETECTED,358.22804,1.462E6,1.173E7,0.3641,,0.6659,1.173E7,,,,,,,,,,,UNKNOWN,,,,,,,
1.942E6,6.8087,558.3772,558.37866,1,1,0.5,1,0,1,0,0,0,0,6.4882,6.8679,558.37791,,,,,,,,,,,,,,,,,2.238E5,1.21E7,20,,,,,,,,,318,124,-1,0,1,0,1.21E7,,,,,,,,,,,UNKNOWN,,,,,,,,1.942E6,6.8087,558.3772,558.37866,1,1,-0.1877,0.1448,6.4882,6.8679,DETECTED,558.37791,2.238E5,1.21E7,0.2581,2,0.6109,1.21E7
1.611E6,6.8087,850.48914,850.49442,1,1,0.5,1,0,1,0,0,0,0,6.5539,6.9503,850.49202,,,,,,,,,,,,,,,,,3.491E5,9.765E6,20,,,,,,,,,319,125,-1,0,1,0,9.765E6,,,,,,,,,,,UNKNOWN,,,,,,,,1.611E6,6.8087,850.48914,850.49442,1,1,-0.0648,0.172,6.5539,6.9503,DETECTED,850.49202,3.491E5,9.765E6,0.6954,2,0.8103,9.765E6
3.477E6,6.8273,595.74438,595.74542,1,1,0.5,1,0,1,0,0,0,0,6.723,6.8679,595.74525,,,,,,,,,,,,,,,,,3.929E5,4.708E7,18,,,,,,,,,320,45,69,1,2,2,4.708E7,,,,,,,,,,,UNKNOWN,,,,,,,,3.477E6,6.8273,595.74438,595.74542,1,1,0.0047,0.078,6.723,6.8679,DETECTED,595.74525,3.929E5,4.708E7,0.6106,3,0.7554,4.708E7
5.257E5,6.8273,606.73572,606.73761,1,1,0.5,1,0,1,0,0,0,0,6.7416,6.9049,606.73624,,,,,,,,,,,,,,,,,9.564E5,6.19E6,18,,,,,,,,,321,126,-1,0,1,0,6.19E6,,,,,,,,,,,UNKNOWN,,,,,,,,5.257E5,6.8273,606.73572,606.73761,1,1,-0.0138,0.0906,6.7416,6.9049,DETECTED,606.73624,9.564E5,6.19E6,1.1655,2,0.9534,6.19E6
3.765E6,6.8281,450.28653,450.28854,1,1,0.5,1,0,1,0,0,0,0,6.7374,6.8969,450.28816,,,,,,,,,,,,,,,,,9.793E6,3.652E7,22,,,,,,,,,322,39,70,1,2,2,3.652E7,3.765E6,6.8281,450.28653,450.28854,1,1,-0.0203,0.1141,6.7374,6.8969,DETECTED,450.28816,9.793E6,3.652E7,0.7598,3,0.8799,3.652E7,,,,,,,,,,,UNKNOWN,,,,,,,
1.132E6,6.8281,826.97589,826.98059,2,1,0.5,1,0,1,0,0,0,0,6.7374,6.8744,826.97689,,,,,,,,,,,,,,,,,4.644E6,1.273E7,22,,,,,,,,,324,127,-1,0,1,0,1.273E7,1.132E6,6.8281,826.97589,826.98059,2,1,0.0035,0.1016,6.7374,6.8744,DETECTED,826.97689,4.644E6,1.273E7,0.5108,2,0.7554,1.273E7,,,,,,,,,,,UNKNOWN,,,,,,,
1.06E6,6.7416,714.41595,714.41815,1,1,1,2,0,0.775,1.52,0.00109,0.1778,0,6.5539,6.8485,714.41694,,,,,,,,,,,,,,,,,2.499E5,7.604E6,,,,,,,,,,325,128,-1,0,1,0,7.604E6,,,,,,,,,,,UNKNOWN,,,,,,,,1.06E6,6.7416,714.41595,714.41815,1,1,-0.0576,0.167,6.5539,6.8485,DETECTED,714.41694,2.499E5,7.604E6,0.7683,3,0.8328,7.604E6
2.767E6,6.8503,513.28558,513.28735,1,1,0.5,1,0,1,0,0,0,0,6.6923,6.9195,513.28655,,,,,,,,,,,,,,,,,2.732E6,2.317E7,27,,,,,,,,,326,129,-1,0,1,0,2.317E7,2.767E6,6.8503,513.28558,513.28735,1,1,-0.0413,0.114,6.6923,6.9195,DETECTED,513.28655,2.732E6,2.317E7,0.4858,2,0.719,2.317E7,,,,,,,,,,,UNKNOWN,,,,,,,
1.898E7,6.8744,550.79181,550.79279,1,1,0.5,1,0,1,0,0,0,0,6.6454,6.9441,550.79196,,,,,,,,,,,,,,,,,4.11E6,1.377E8,27,,,,,,,,,327,46,71,1,2,2,1.377E8,1.898E7,6.8744,550.79181,550.79279,1,1,-0.1096,0.14,6.6454,6.9441,DETECTED,550.79196,4.11E6,1.377E8,0.4368,2,0.6863,1.377E8,,,,,,,,,,,UNKNOWN,,,,,,,
1.585E6,6.8744,561.78052,561.78229,1,1,0.5,1,0,1,0,0,0,0,6.7148,6.9441,561.78156,,,,,,,,,,,,,,,,,2.048E6,1.126E7,27,,,,,,,,,328,130,-1,0,1,0,1.126E7,1.585E6,6.8744,561.78052,561.78229,1,1,0.0023,0.1538,6.7148,6.9441,DETECTED,561.78156,2.048E6,1.126E7,0.4593,2,0.7186,1.126E7,,,,,,,,,,,UNKNOWN,,,,,,,
1.952E6,6.8744,863.42664,863.42834,1,1,0.5,1,0,1,0,0,0,0,6.7374,6.9441,863.4278,,,,,,,,,,,,,,,,,2.087E6,1.838E7,27,,,,,,,,,329,1,36,1,126,4,1.838E7,1.952E6,6.8744,863.42664,863.42834,1,1,-0.0193,0.1014,6.7374,6.9441,DETECTED,863.4278,2.087E6,1.838E7,0.5826,3,0.7547,1.838E7,,,,,,,,,,,UNKNOWN,,,,,,,
2.812E6,6.8865,493.32578,493.33014,1,2,0.5,1,0,1,0,0,0,0,6.574,6.9503,493.32613,,,,,,,,,,,,,,,,,2.525E5,2.29E7,28,,,,,,,,,330,131,-1,0,1,0,2.29E7,,,,,,,,,,,UNKNOWN,,,,,,,,2.812E6,6.8865,493.32578,493.33014,1,2,-0.2041,0.1061,6.574,6.9503,DETECTED,493.32613,2.525E5,2.29E7,0.2993,2,0.6279,2.29E7
1.171E6,6.8969,601.31409,601.31614,1,1,0.5,1,0,1,0,0,0,0,6.7833,7.0115,601.31518,,,,,,,,,,,,,,,,,1.624E6,8.205E6,27,,,,,,,,,332,132,-1,0,1,0,8.205E6,1.171E6,6.8969,601.31409,601.31614,1,1,0.0261,0.1539,6.7833,7.0115,DETECTED,601.31518,1.624E6,8.205E6,1.1174,5,1.004,8.205E6,,,,,,,,,,,UNKNOWN,,,,,,,
1.391E6,6.8969,715.43713,715.44275,,1,0.5,1,0,1,0,0,0,0,6.8055,6.9665,715.43871,,,,,,,,,,,,,,,,,2.875E6,1.538E7,27,,,,,,,,,333,1,5,17,126,20,1.538E7,1.391E6,6.8969,715.43713,715.44275,,1,-0.0178,0.0908,6.8055,6.9665,DETECTED,715.43871,2.875E6,1.538E7,0.8941,,0.8805,1.538E7,,,,,,,,,,,UNKNOWN,,,,,,,
3.132E6,6.8969,887.46344,887.46637,1,1,0.5,1,0,1,0,0,0,0,6.6923,6.9441,887.46403,,,,,,,,,,,,,,,,,1.129E6,2.694E7,27,,,,,,,,,335,1,37,2,126,4,2.694E7,3.132E6,6.8969,887.46344,887.46637,1,1,-0.0431,0.1379,6.6923,6.9441,DETECTED,887.46403,1.129E6,2.694E7,0.3062,4,0.6326,2.694E7,,,,,,,,,,,UNKNOWN,,,,,,,
2.109E6,6.9049,722.44171,722.44684,1,2,0.5,1,0,1,0,0,0,0,6.3152,7.0173,722.44497,,,,,,,,,,,,,,,,,1.737E5,1.049E7,28,,,,,,,,,336,133,-1,0,1,0,1.049E7,,,,,,,,,,,UNKNOWN,,,,,,,,2.109E6,6.9049,722.44171,722.44684,1,2,-0.1381,0.1396,6.3152,7.0173,DETECTED,722.44497,1.737E5,1.049E7,0.3646,2,0.6526,1.049E7
2.033E7,6.9049,868.49963,868.50427,1,2,0.5,1,0,1,0,0,0,0,6.3152,7.0419,868.50234,,,,,,,,,,,,,,,,,2.682E5,1.317E8,28,,,,,,,,,337,134,-1,0,1,0,1.317E8,,,,,,,,,,,UNKNOWN,,,,,,,,2.033E7,6.9049,868.49963,868.50427,1,2,-0.2014,0.1568,6.3152,7.0419,DETECTED,868.50234,2.682E5,1.317E8,0.9726,4,0.8811,1.317E8
9.806E5,6.9195,402.73373,402.73469,2,1,0.5,1,0,1,0,0,0,0,6.8281,6.9665,402.734,,,,,,,,,,,,,,,,,2.937E6,1.092E7,27,,,,,,,,,339,1,-1,1,126,0,1.092E7,9.806E5,6.9195,402.73373,402.73469,2,1,-0.019,0.1077,6.8281,6.9665,DETECTED,402.734,2.937E6,1.092E7,0.5149,2,0.7574,1.092E7,,,,,,,,,,,UNKNOWN,,,,,,,
4.513E6,6.9195,754.44672,754.45203,1,1,0.5,1,0,1,0,0,0,0,6.7374,6.9891,754.44976,,,,,,,,,,,,,,,,,2.496E6,3.93E7,27,,,,,,,,,347,1,10,9,126,11,3.93E7,4.513E6,6.9195,754.44672,754.45203,1,1,-0.0416,0.1243,6.7374,6.9891,DETECTED,754.44976,2.496E6,3.93E7,0.5171,3,0.7063,3.93E7,,,,,,,,,,,UNKNOWN,,,,,,,
5.687E6,6.9278,309.11676,309.11789,1,2,0.5,1,0,1,0,0,0,0,6.2315,7.0419,309.1171,,,,,,,,,,,,,,,,,1.29E5,3.238E7,28,,,,,,,,,348,47,72,1,2,2,3.238E7,,,,,,,,,,,UNKNOWN,,,,,,,,5.687E6,6.9278,309.11676,309.11789,1,2,-0.1827,0.2347,6.2315,7.0419,DETECTED,309.1171,1.29E5,3.238E7,0.5507,2,0.7519,3.238E7
4.102E6,6.9278,443.26559,443.26871,1,2,0.5,1,0,1,0,0,0,0,6.6565,7.0419,443.26824,,,,,,,,,,,,,,,,,7.023E4,2.222E7,28,,,,,,,,,349,135,-1,0,1,0,2.222E7,,,,,,,,,,,UNKNOWN,,,,,,,,4.102E6,6.9278,443.26559,443.26871,1,2,-0.1815,0.2179,6.6565,7.0419,DETECTED,443.26824,7.023E4,2.222E7,0.5372,2,0.7529,2.222E7
2.231E7,6.9278,445.74329,445.74661,1,1,0.5,1,0,1,0,0,0,0,6.6362,7.0419,445.74601,,,,,,,,,,,,,,,,,1.965E5,1.181E8,28,,,,,,,,,350,136,-1,0,1,0,1.181E8,,,,,,,,,,,UNKNOWN,,,,,,,,2.231E7,6.9278,445.74329,445.74661,1,1,-0.039,0.6144,6.6362,7.0419,DETECTED,445.74601,1.965E5,1.181E8,0.5457,2,0.7556,1.181E8
4.834E6,6.9441,811.4682,811.4707,1,1,0.5,1,0,1,0,0,0,0,6.76,7.0115,811.46945,,,,,,,,,,,,,,,,,2.041E6,4.419E7,27,,,,,,,,,353,1,10,7,126,11,4.419E7,4.834E6,6.9441,811.4682,811.4707,1,1,-0.0448,0.1005,6.76,7.0115,DETECTED,811.46945,2.041E6,4.419E7,0.4794,3,0.7115,4.419E7,,,,,,,,,,,UNKNOWN,,,,,,,
1.653E6,6.9441,895.50024,895.50269,1,1,0.5,1,0,1,0,0,0,0,6.7833,6.9891,895.50197,,,,,,,,,,,,,,,,,1.839E6,1.578E7,27,,,,,,,,,354,137,-1,0,1,0,1.578E7,1.653E6,6.9441,895.50024,895.50269,1,1,-0.0223,0.1305,6.7833,6.9891,DETECTED,895.50197,1.839E6,1.578E7,0.313,4,0.6398,1.578E7,,,,,,,,,,,UNKNOWN,,,,,,,
2.695E6,6.9503,385.14536,385.14611,1,1,0.5,1,0,1,0,0,0,0,6.8679,6.995,385.14581,,,,,,,,,,,,,,,,,1.306E6,4.234E7,28,,,,,,,,,355,7,6,5,17,17,4.234E7,,,,,,,,,,,UNKNOWN,,,,,,,,2.695E6,6.9503,385.14536,385.14611,1,1,0.0244,0.0986,6.8679,6.995,DETECTED,385.14581,1.306E6,4.234E7,0.951,2,0.8687,4.234E7
8.105E7,6.9503,398.34045,398.34143,1,1,0.5,1,0,1,0,0,0,0,6.5539,7.0419,398.34064,,,,,,,,,,,,,,,,,1.865E5,5.01E8,28,,,,,,,,,356,138,-1,0,1,0,5.01E8,,,,,,,,,,,UNKNOWN,,,,,,,,8.105E7,6.9503,398.34045,398.34143,1,1,-0.0994,0.2764,6.5539,7.0419,DETECTED,398.34064,1.865E5,5.01E8,0.4408,3,0.7012,5.01E8
1.998E6,6.9503,476.72937,476.73254,,2,0.5,1,0,1,0,0,0,0,6.6362,7.0644,476.73086,,,,,,,,,,,,,,,,,2.137E5,1.025E7,28,,,,,,,,,357,139,-1,0,1,0,1.025E7,,,,,,,,,,,UNKNOWN,,,,,,,,1.998E6,6.9503,476.72937,476.73254,,2,-0.1806,0.1931,6.6362,7.0644,DETECTED,476.73086,2.137E5,1.025E7,0.476,,0.7272,1.025E7
5.181E6,6.9665,401.76221,401.76314,1,2,0.5,1,0,1,0,0,0,0,6.8055,7.1489,401.76248,,,,,,,,,,,,,,,,,2.753E6,2.32E7,28,,,,,,,,,358,1,11,4,126,10,2.32E7,5.181E6,6.9665,401.76221,401.76314,1,2,-0.0201,0.2382,6.8055,7.1489,DETECTED,401.76248,2.753E6,2.32E7,1.2646,2,1.0662,2.32E7,,,,,,,,,,,UNKNOWN,,,,,,,
2.944E7,6.9665,428.25134,428.25212,1,2,0.5,1,0,1,0,0,0,0,6.7833,7.0574,428.25168,,,,,,,,,,,,,,,,,8.165E6,2.051E8,28,2,[M+H]+,2,427.24419,367;359,,,,359,1,73,2,126,2,2.051E8,2.944E7,6.9665,428.25134,428.25212,1,2,-0.1338,0.1584,6.7833,7.0574,DETECTED,428.25168,8.165E6,2.051E8,0.7538,2,0.7957,2.051E8,,,,,,,,,,,UNKNOWN,,,,,,,
2.348E6,6.9665,439.24086,439.24261,1,1,0.5,1,0,1,0,0,0,0,6.8281,7.0801,439.24242,,,,,,,,,,,,,,,,,1.911E6,1.459E7,28,,,,,,,,,360,140,-1,0,1,0,1.459E7,2.348E6,6.9665,439.24086,439.24261,1,1,-0.0177,0.1886,6.8281,7.0801,DETECTED,439.24242,1.911E6,1.459E7,0.9411,2,0.9101,1.459E7,,,,,,,,,,,UNKNOWN,,,,,,,
2.489E6,6.9665,514.25317,514.25433,1,1,0.5,1,0,1,0,0,0,0,6.8281,7.1268,514.25386,,,,,,,,,,,,,,,,,2.489E6,1.255E7,28,,,,,,,,,362,4,74,1,32,2,1.255E7,2.489E6,6.9665,514.25317,514.25433,1,1,0.0273,0.2589,6.8281,7.1268,DETECTED,514.25386,2.489E6,1.255E7,1.269,2,1.0787,1.255E7,,,,,,,,,,,UNKNOWN,,,,,,,
1.954E6,6.9725,129.0544,129.05476,1,1,0.5,1,0,1,0,0,0,0,6.6769,7.0173,129.05447,Furaneol (known structural isomers: 0; isobaric peaks in run: 2) (0.877),Furaneol (known structural isomers: 0; isobaric peaks in run: 2),0.877,6,0.8534,[M+H]+,,CC1C(=O)C(=C(O1)C)O,"InChI=1S/C6H8O3/c1-3-5(7)6(8)4(2)9-3/h3,8H,1-2H3",128.047,129.054,0.00047,3.66,,CCMSLIB00013576196,N/A,4.928E5,1.342E7,28,,,,,,,,,363,141,-1,0,1,0,1.342E7,,,,,,,,,,,UNKNOWN,,,,,,,,1.954E6,6.9725,129.0544,129.05476,1,1,-0.0199,0.2639,6.6769,7.0173,DETECTED,129.05447,4.928E5,1.342E7,0.191,2,0.5847,1.342E7
1.066E8,6.9725,560.38977,560.3938,1,2,0.5,1,0,1,0,0,0,0,6.574,7.0419,560.3931,,,,,,,,,,,,,,,,,2.652E5,7.109E8,28,,,,,,,,,364,142,-1,0,1,0,7.109E8,,,,,,,,,,,UNKNOWN,,,,,,,,1.066E8,6.9725,560.38977,560.3938,1,2,-0.1615,0.1906,6.574,7.0419,DETECTED,560.3931,2.652E5,7.109E8,0.3529,4,0.6459,7.109E8
5.981E7,6.9891,855.49469,855.50269,1,2,0.5,1,0,1,0,0,0,0,6.7374,7.0349,855.49568,,,,,,,,,,,,,,,,,1.559E6,5.822E8,28,3,[M+H]+,2,854.48818,367;366,,,,366,1,10,9,126,11,5.822E8,5.981E7,6.9891,855.49469,855.50269,1,2,-0.1789,0.1444,6.7374,7.0349,DETECTED,855.49568,1.559E6,5.822E8,0.3316,5,0.6354,5.822E8,,,,,,,,,,,UNKNOWN,,,,,,,
3.038E6,6.9891,877.47662,877.47919,1,1,0.5,1,0,1,0,0,0,0,6.8281,7.0574,877.47717,,,,,,,,,,,,,,,,,1.618E6,2.746E7,28,3,[M+Na]+,2,854.48818,367;366,,,,367,48,75,1,2,2,2.746E7,3.038E6,6.9891,877.47662,877.47919,1,1,-0.0202,0.098,6.8281,7.0574,DETECTED,877.47717,1.618E6,2.746E7,0.5368,3,0.7417,2.746E7,,,,,,,,,,,UNKNOWN,,,,,,,
2.89E6,6.992,227.17451,227.17511,1,2,1,2,2,0.961,0.62,0.00014,0.0059,0,6.8503,7.0419,227.17487,,,,,,,,,,,,,,,,,1.429E6,4.119E7,28,,,,,,,,,368,1,9,2,126,12,4.119E7,2.89E6,6.9891,227.17482,227.17506,1,1,-0.0178,0.0898,6.8503,7.0349,DETECTED,227.17494,1.429E6,3.756E7,0.5281,2,0.7108,3.756E7,2.866E6,6.995,227.17451,227.17511,1,1,-0.019,0.1935,6.9049,7.0419,DETECTED,227.1748,4.291E6,4.119E7,0.6897,2,0.7603,4.119E7
2.237E6,6.995,111.044,111.04428,,1,0.5,1,0,1,0,0,0,0,6.5539,7.0419,111.0441,HYDROQUINONE (0.945),HYDROQUINONE,0.945,6,0.9693,M+H,,C1=C(C=CC(=C1)O)O,"""InChI=1S/C6H6O2/c7-5-1-2-6(8)4-3-5/h1-4,7-8H""",0,111.044,0.0001,0.88,,CCMSLIB00006678502,N/A,3.792E5,1.586E7,28,,,,,,,,,369,25,41,1,3,3,1.586E7,,,,,,,,,,,UNKNOWN,,,,,,,,2.237E6,6.995,111.044,111.04428,,1,-0.0179,0.1012,6.5539,7.0419,DETECTED,111.0441,3.792E5,1.586E7,0.1955,,0.5859,1.586E7
