row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,137_C.mzML Peak area,RSZ_C.mzML Peak area,
571,752.9413701592989,8.095979,,,,55,,,,,,,3073821.2,0,
572,454.2329564225821,8.121587,,,,54,24,[M+H]+,,2,573;572,453.22571,5648813.0,0,
573,476.21495339913525,8.121587,,,,54,24,[M+Na]+,,2,573;572,453.22571,1243625.1,0,
574,460.2671099009983,8.138748,,,,46,,,,,,,0,1044488.5,
576,291.21599615028174,8.141304,,,,54,25,[M+H]+,,2,577;576,290.2087,1467547.1,4831154.0,
577,313.19790693448795,8.141304,,,,54,25,[M+Na]+,,2,577;576,290.2087,1406017.0,5519476.5,
580,478.27890657140307,8.160594,,,,46,,,,,,,0,872504.5,
581,718.3641812509395,8.160594,,,,47,,,,,,,0,6411816.0,
579,158.15370511826197,8.160594,,,,47,,,,,,,0,555118.4,
585,593.3832593203758,8.166993,,,,,,,,,,,977544.44,0,
586,576.2768675201166,8.182391,,,,56,,,,,,,0,751487.06,
587,360.1909115569358,8.189568,,,,57,,,,,,,1466566.1,0,
588,502.74098412370694,8.189568,,,,57,,,,,,,1272675.5,0,
591,170.15367843797222,8.209116,,,,57,,,,,,,360229.6,0,
592,286.14321458033714,8.209116,,,,57,,,,,,,5242873.5,0,
593,483.7676108635163,8.209116,,,,57,26,[M+H]+,,2,593;596,482.76019,2919484.5,0,
594,494.75831844382964,8.209116,,,,57,,,,,,,1005141.5,0,
595,966.5276490083115,8.209116,,,,57,27,[M+H]+,,2,595;596,965.52023,1.3600906E7,0,
596,988.5093065854963,8.209116,,,,57,27,[M+Na]+,,2,595;596,965.52023,5483775.0,0,
597,296.1824229086656,8.228543,,,,60,29,[M+Na]+,,2,597;604,273.19334,0,1588192.8,
599,432.2373370424522,8.228543,,,,56,28,[M+H-H2O]+,,2,600;599,449.24059,0,996295.44,
600,472.22976243134764,8.228543,,,,56,28,[M+Na]+,,2,600;599,449.24059,0,752303.2,
601,495.30594253722484,8.228543,,,,56,,,,,,,0,1725512.8,
610,382.15356913330015,8.272409,,,,51,,,,,,,0,937905.75,
611,464.2996796025824,8.272409,,,,60,,,,,,,0,3694179.0,
612,657.3591982944446,8.272409,,,,51,,,,,,,0,2166817.2,
615,586.2747998549926,8.295695,,,,62,32,[M+H-H2O]+,,3,616;617;615,603.27792,0,9988169.0,
617,626.2670731103897,8.295695,,,,62,32,[M+Na]+,,3,616;617;615,603.27792,0,3584729.0,
618,687.369922378268,8.295695,,,,62,,,,,,,0,2220182.2,
619,293.21027118682673,8.31799,,,,63,,,,,,,0,2055556.0,
620,351.2134237262602,8.31799,,,,63,,,,,,,0,3242286.5,
621,408.27316236857683,8.31799,,,,62,33,[M+H]+,,2,621;622,407.26602,0,743340.94,
622,430.25536923653766,8.31799,,,,62,33,[M+Na]+,,2,621;622,407.26602,0,905377.8,
625,384.22757547122916,8.340848,,,,,,,,,,,999967.5,0,
626,674.8458206075677,8.340848,,,,,,,,,,,612575.8,0,
628,452.26341374885754,8.363126,,,,,,,,,,,0,985787.0,
630,851.5109856603706,8.363126,,,,63,,,,,,,0,3125636.2,
631,274.2734565193688,8.364182,,,,63,,,,,,,1.4479519E7,7.786013E7,
633,412.1859545616261,8.385053,,,,67,,,,,,,0,1956138.4,
634,420.27353935596165,8.385053,,,,67,,,,,,,0,3812752.2,
635,841.374579583711,8.385053,,,,67,,,,,,,0,1688862.0,
636,318.2995855658993,8.3975315,,,,67,,,,,,,1392112.5,8110285.5,
639,425.3100929118674,8.408503,,,,67,34,[M+H]+,,3,640;639;637,424.30281,1038093.6,4890301.0,
640,447.292079458079,8.408503,,,,67,34,[M+Na]+,,3,640;639;637,424.30281,2835762.2,9998476.0,
644,496.2433284589837,8.41001,,,,67,35,[M+H]+,,2,644;646,495.23594,5.575051E7,0,
646,518.2252898278251,8.41001,,,,67,35,[M+Na]+,,3,644;647;646,495.23594,4538244.0,0,
647,991.478661778724,8.41001,,,,67,35,[2M+H]+,,2,647;646,495.23594,2120728.8,0,
650,378.2266102046687,8.429073,,,,,,,,,,,0,1136631.9,
651,396.2372886866673,8.429073,,,,67,,,,,,,0,4074039.0,
653,417.2637816767424,8.429073,,,,58,,,,,,,0,1113463.5,
654,418.219200598083,8.429073,,,,,,,,,,,0,1210639.4,
655,435.27490878608097,8.429073,,,,58,36,[M+H-H2O]+,,2,657;655,452.27772,0,3254682.5,
657,475.2664570212396,8.429073,,,,58,36,[M+Na]+,,2,657;655,452.27772,0,2746548.2,
662,228.19543432248696,8.430439,,,,67,,,,,,,959836.6,1551762.0,
666,643.2559142024277,8.451556,,,,66,37,[M+Na]+,,2,665;666,620.26662,0,5791919.0,
668,510.2590683891867,8.455628,,,,,,,,,,,2576570.5,0,
670,510.2691237442914,8.473418,,,,66,38,[M+H]+,,2,670;671,509.26184,0,3320218.8,
671,532.2510499175708,8.473418,,,,66,38,[M+Na]+,,2,670;671,509.26184,0,2040443.2,
676,295.14355136307825,8.500651,,,,64,,,,,,,447192.56,0,
677,300.1588916641417,8.500651,,,,64,39,[M+H]+,,2,678;677,299.15151,4890379.0,0,
678,322.1406286341514,8.500651,,,,64,39,[M+Na]+,,2,678;677,299.15151,700224.6,0,
679,984.4804837000859,8.500651,,,,64,,,,,,,834451.5,0,
681,600.2903113411983,8.517191,,,,61,40,[M+H-H2O]+,,2,675;681,617.29331,0,1835478.0,
682,440.2537019567022,8.523931,,,,70,41,[M+H]+,,2,682;684,439.24636,685119.75,0,
683,454.26912094586373,8.523931,,,,70,42,[M+H]+,,2,685;683,453.2619,782538.7,0,
685,476.25117325226324,8.523931,,,,70,42,[M+Na]+,,2,685;683,453.2619,805799.44,0,
701,290.2684217517948,8.546853,,,,70,,,,,,,1366402.4,0,
691,295.22606145934276,8.539895,,,,71,,,,,,,0,3613694.8,
694,431.19031556774064,8.539895,,,,71,43,[M+H]+,,4,696;695;694;698,430.1829,0,2.1811252E7,
695,448.21681562514937,8.539895,,,,71,43,[M+NH4]+,,4,696;695;694;698,430.1829,0,4631639.0,
696,453.17206107918884,8.539895,,,,71,43,[M+Na]+,,4,696;695;694;698,430.1829,0,1.7852064E7,
697,462.2839283946113,8.539895,,,,71,44,[M+H]+,,2,697;708,461.27667,0,1.8857436E7,
702,379.19860033035246,8.546853,,,,70,,,,,,,628163.25,0,
704,761.4256471284222,8.546853,,,,70,,,,,,,1381995.8,0,
705,321.2418116801625,8.561649,,,,71,,,,,,,0,2699988.8,
706,382.25800173616113,8.561649,,,,71,,,,,,,0,3183290.0,
708,484.26589908437745,8.561649,,,,71,44,[M+Na]+,,2,697;708,461.27667,0,2643073.5,
710,268.1327310926046,8.568789,,,,70,,,,,,,5355940.0,0,
712,528.2698019481519,8.568789,,,,70,45,[M+H]+,,2,713;712,527.26249,2177615.8,0,
713,550.2516692315867,8.568789,,,,70,45,[M+Na]+,,2,713;712,527.26249,1030428.2,0,
714,303.23131579746206,8.583527,,,,71,,,,,,,0,2335072.2,
717,559.3228636924316,8.583527,,,,71,,,,,,,0,1.441631E7,
718,213.1383466266447,8.590805,,,,,,,,,,,3083466.5,0,
719,353.2290527550606,8.605306,,,,72,,,,,,,0,5118336.0,
720,507.29214109440244,8.605306,,,,72,,,,,,,0,1881742.2,
723,583.3834076737212,8.605306,,,,72,46,[M+H-H2O]+,,2,725;723,600.38626,0,540399.5,
728,736.3201572944714,8.615963,,,,59,,,,,,,393561.84,0,
730,479.31090609431595,8.628374,,,,72,,,,,,,0,1859792.2,
731,539.7753222601051,8.628374,,,,72,,,,,,,0,761339.06,
736,524.7701184861037,8.65018,,,,,,,,,,,0,1695902.1,
737,673.3537631850863,8.65018,,,,,,,,,,,0,4815781.5,
742,494.263669593738,8.682037,,,,73,47,[M+H-H2O]+,,2,742;744,511.26643,1.29512E7,0,
746,531.7779746549459,8.69562,,,,74,,,,,,,0,6.741678E7,
747,542.7685241827711,8.69562,,,,74,,,,,,,0,8130458.5,
748,550.7513268704869,8.69562,,,,74,,,,,,,0,1416547.4,
751,450.23783746622655,8.705767,,,,73,,,,,,,1338632.5,0,
752,973.5033161507934,8.705767,,,,73,,,,,,,1066591.8,0,
744,534.2562774035833,8.682037,,,,73,47,[M+Na]+,,3,742;744;743,511.26643,3325068.2,0,
753,254.17417788989687,8.717365,,,,74,,,,,,,0,1142048.6,
754,364.1856804342042,8.717365,,,,74,,,,,,,0,1705414.8,
755,405.19414789273503,8.717365,,,,74,,,,,,,0,1470870.2,
756,454.2788735073781,8.739117,,,,,,,,,,,0,1271706.2,
757,517.2271211469405,8.739117,,,,76,48,[M+H]+,,2,757;758,516.21967,0,4481414.5,
758,539.2087214638256,8.739117,,,,76,48,[M+Na]+,,2,757;758,516.21967,0,5404025.0,
759,349.2575137410649,8.744703,,,,76,51,[M+H]+,,2,759;782,348.25022,1994395.5,2996225.2,
764,121.06420278614576,8.750291,,,,76,,,,,,,2517601.2,0,
765,131.04869137464067,8.750291,,,,76,,,,,,,809590.8,0,
768,480.24819556689306,8.750291,,,,76,49,[M+H]+,,3,778;781;768,479.24073,2.2679413E8,0,
770,959.4887376796892,8.750291,,,,76,49,[2M+H]+,,2,778;770,479.24073,1.6102933E7,0,
774,466.27909754929567,8.761063,,,,65,,,,,,,0,1779770.2,
776,729.2920578710008,8.761063,,,,65,,,,,,,0,1642293.9,
777,499.22178695502635,8.77246,,,,76,,,,,,,2097019.0,0,
778,502.22983263630243,8.77246,,,,76,49,[M+Na]+,,3,778;770;768,479.24073,1.9824798E7,0,
779,528.2687464932318,8.77246,,,,76,,,,,,,879865.2,0,
780,738.8410100002432,8.77246,,,,76,,,,,,,1427809.4,0,
781,981.4704911491207,8.77246,,,,76,49,[2M+Na]+,,2,781;768,479.24073,9731196.0,0,
782,371.2394278594692,8.778484,,,,76,51,[M+Na]+,,2,759;782,348.25022,1976380.9,2052372.2,
783,488.2606020965747,8.784508,,,,76,,,,,,,0,811911.6,
786,321.24173003899,8.82831,,,,75,,,,,,,0,2346948.5,
787,410.2527166258986,8.82831,,,,75,,,,,,,0,3233628.2,
789,507.29191962602624,8.850193,,,,75,,,,,,,0,2054359.2,
790,587.7481955295198,8.850193,,,,78,,,,,,,0,1628088.5,
791,731.3592267210205,8.850193,,,,78,,,,,,,0,2955342.0,
794,436.2586472616228,8.862486,,,,78,,,,,,,1906199.4,0,
795,450.2379662111583,8.862486,,,,68,,,,,,,1936556.2,0,
796,838.5300583200881,8.862486,,,,68,,,,,,,2013863.5,0,
801,496.289601173174,8.874109,,,,78,52,[M+H]+,,2,801;804,495.28224,0,2747349.2,
804,518.2713684885007,8.874109,,,,78,52,[M+Na]+,,2,801;804,495.28224,0,2068029.8,
805,535.3231316978224,8.874109,,,,78,,,,,,,0,2033468.8,
806,483.3518598693136,8.874109,,,,78,53,[M+H]+,,3,806;807;802,482.34458,0,4797417.0,
807,505.3336358474348,8.879406,,,,78,53,[M+Na]+,,3,806;807;802,482.34458,3584633.5,1.0242557E7,
808,359.2896179066026,8.884703,,,,78,,,,,,,5892873.0,0,
809,385.2114451087216,8.884703,,,,78,54,[M+H]+,,2,810;809,384.20414,1.5175703E7,0,
810,407.1933199664019,8.884703,,,,78,54,[M+Na]+,,2,810;809,384.20414,1341641.2,0,
811,864.45156403117,8.884703,,,,78,55,[M+H]+,,2,812;811,863.44453,498803.7,0,
812,886.4339877768405,8.884703,,,,78,55,[M+Na]+,,2,811;812,863.44453,688430.0,0,
813,687.3698680284921,8.895957,,,,77,,,,,,,0,1271344.2,
814,833.5003782991013,8.895957,,,,77,,,,,,,0,1727311.8,
816,490.27858421250534,8.917785,,,,69,,,,,,,0,639271.5,
820,900.4495507302814,8.929763,,,,,,,,,,,1380737.6,0,
824,304.29919055821483,8.947144,,,,69,,,,,,,4258402.0,2733399.0,
825,297.0751467649172,8.954694,,,,,,,,,,,1048075.56,0,
827,460.2683217191732,8.963688,,,,81,56,[M+H-H2O]+,,2,827;829,477.27168,0,8564449.0,
828,493.3267829540496,8.963688,,,,81,,,,,,,0,867736.1,
829,500.26083100168825,8.963688,,,,81,56,[M+Na]+,,3,827;836;829,477.27168,0,3078832.5,
830,268.1326457727225,8.976501,,,,79,,,,,,,3043739.0,0,
831,399.22716010264526,8.976501,,,,79,57,[M+H]+,,3,833;832;831,398.21975,3.727113E7,0,
832,421.20880002462013,8.976501,,,,79,57,[M+Na]+,,2,831;832,398.21975,5106416.0,0,
833,819.428769593485,8.976501,,,,79,57,[2M+Na]+,,2,833;831,398.21975,1956147.8,0,
835,464.2999963989333,8.985509,,,,81,,,,,,,0,1097717.9,
836,478.27909467648067,8.985509,,,,81,56,[M+H]+,,2,836;829,477.27168,0,5017171.5,
841,585.3195147482912,9.007663,,,,,,,,,,,0,1837254.1,
842,603.2637202312367,9.007663,,,,81,59,[M+H]+,,3,843;842;844,602.25626,0,2329174.5,
844,625.2454141470963,9.007663,,,,81,59,[M+Na]+,,3,843;842;844,602.25626,0,3770687.0,
845,643.3610403070642,9.007663,,,,81,,,,,,,0,1585201.6,
848,494.2641712016137,9.046772,,,,,,,,,,,2635744.5,0,
851,961.5006915997973,9.053634,,,,83,61,[M+H]+,,2,851;852,960.49347,0,9906312.0,
855,408.27352475217583,9.075527,,,,83,,,,,,,0,1901601.6,
856,444.27349732662265,9.075527,,,,83,,,,,,,0,3708370.8,
858,462.2836981892448,9.075527,,,,83,62,[M+H-H2O]+,,2,861;858,479.2872,0,1.8287408E7,
859,480.29464202244947,9.075527,,,,83,62,[M+H]+,,2,861;859,479.2872,0,1.1272392E7,
861,502.2764760025135,9.075527,,,,83,62,[M+Na]+,,3,861;859;858,479.2872,0,6031289.0,
865,759.503099226326,9.075527,,,,83,,,,,,,0,6285220.5,
866,415.2108061608682,9.092347,,,,83,63,[M+H]+,,2,866;867,414.2034,933774.94,0,
867,437.1927628020349,9.092347,,,,83,63,[M+Na]+,,2,866;867,414.2034,995215.94,0,
868,481.2546074856625,9.097398,,,,83,,,,,,,0,1938409.2,
871,448.3048518775401,9.119926,,,,83,,,,,,,0,5.319634E7,
875,436.2589734466957,9.140132,,,,,,,,,,,794362.44,0,
878,441.2835440527602,9.141802,,,,83,,,,,,,0,2103081.2,
879,520.289607465046,9.141802,,,,83,65,[M+H-H2O]+,,2,879;892,537.29296,0,5416863.0,
881,595.3830134318108,9.141802,,,,83,,,,,,,0,4674379.0,
883,777.5133166476244,9.141802,,,,83,,,,,,,0,1.4887371E7,
885,795.5234911152256,9.141802,,,,83,64,[M+H-H2O]+,,2,891;885,812.52656,0,1.7686456E7,
886,813.5345603015797,9.141802,,,,83,,,,,,,0,2442833.2,
887,864.4478085095171,9.141802,,,,83,,,,,,,0,1410841.5,
888,385.3055562706897,9.162678,,,,,,,,,,,2438189.2,0,
889,538.3003197994597,9.164076,,,,83,65,[M+H]+,,2,892;889,537.29296,0,1.8059944E7,
890,741.4929457377696,9.164076,,,,83,,,,,,,0,1769112.2,
891,835.5155489426543,9.164076,,,,83,64,[M+Na]+,,2,891;885,812.52656,0,9934761.0,
892,560.282159556672,9.186588,,,,83,65,[M+Na]+,,3,879;892;889,537.29296,0,6623327.0,
893,407.2998201078892,9.210018,,,,82,66,[M+H]+,,3,893;894;895,406.29244,2582597.5,4543783.0,
894,424.32642176657237,9.210017,,,,82,66,[M+NH4]+,,3,893;894;895,406.29244,730385.5,0,
895,429.281585471378,9.210018,,,,82,66,[M+Na]+,,3,893;894;895,406.29244,6192253.5,5896866.0,
898,389.26383971039337,9.232457,,,,85,,,,,,,0,1023305.5,
901,541.3941154637922,9.243601,,,,85,67,[M+H]+,,2,902;901,540.38679,882482.94,3299159.2,
902,563.3759542558089,9.243601,,,,85,67,[M+Na]+,,2,902;901,540.38679,2401108.5,5885703.0,
906,509.2675221201781,9.2544,,,,85,,,,,,,0,1791897.2,
907,462.28166282448257,9.27788,,,,85,,,,,,,0,3292561.5,
912,492.29486373741076,9.300086,,,,84,68,[M+H]+,,2,912;915,491.28744,0,1293174.9,
914,488.29733370675876,9.321879,,,,84,,,,,,,0,6191715.5,
915,514.2765071197787,9.321879,,,,84,68,[M+Na]+,,2,912;915,491.28744,0,612112.25,
918,312.25261623706166,9.344246,,,,86,69,[M+H-H2O]+,,2,921;918,329.25588,0,1.4626778E7,
920,330.2632121612601,9.367852,,,,86,69,[M+H]+,,2,921;920,329.25588,0,1.6856058E7,
921,352.24503491221145,9.367852,,,,86,69,[M+Na]+,,4,923;921;920;918,329.25588,0,1853250.2,
923,659.5189719123481,9.367852,,,,86,69,[2M+H]+,,2,923;921,329.25588,0,677278.4,
928,291.19511952067995,9.37546,,,,80,70,[M+H-H2O]+,,2,929;928,308.19829,1029879.6,0,
929,331.18756197609275,9.37546,,,,80,70,[M+Na]+,,2,929;928,308.19829,681365.4,0,
933,444.27345045694545,9.433958,,,,88,,,,,,,0,2943629.2,
935,464.29983664821447,9.433958,,,,88,72,[M+H]+,,2,935;941,463.29251,0,2.6068934E7,
937,511.33690247215685,9.433958,,,,88,71,[M+NH4]+,,3,938;936;937,493.303,0,1392721.4,
941,486.28166902025004,9.457414,,,,88,72,[M+Na]+,,2,935;941,463.29251,0,3835945.5,
943,344.2787690022266,9.479916,,,,92,,,,,,,0,770080.8,
944,363.21577368585986,9.479916,,,,92,,,,,,,0,2686685.5,
952,423.27305339398515,9.502291,,,,92,,,,,,,0,2701146.2,
957,759.5029279229739,9.502291,,,,92,,,,,,,0,1.0490667E7,
958,777.5132031272925,9.502291,,,,92,,,,,,,0,2.6522268E7,
963,391.24696161689315,9.547003,,,,92,,,,,,,0,3172895.8,
965,590.3639572175962,9.547003,,,,92,73,[M+H]+,,2,966;965,589.35647,0,2005716.4,
970,849.5354880266883,9.547003,,,,92,,,,,,,0,1357494.5,
971,387.32114883281696,9.565077,,,,92,,,,,,,2492346.0,0,
972,599.4356502063131,9.567161,,,,92,74,[M+H]+,,2,972;973,598.42826,710863.5,3183365.5,
973,621.4173598902439,9.567161,,,,92,74,[M+Na]+,,2,972;973,598.42826,1835495.8,6674310.0,
976,465.34142554575305,9.578648,,,,92,75,[M+H]+,,3,977;976;978,464.33415,2111405.5,5116911.0,
977,482.3680706317988,9.58805,,,,92,75,[M+NH4]+,,3,977;976;978,464.33415,753136.75,0,
978,487.32335016650154,9.578648,,,,92,75,[M+Na]+,,3,977;976;978,464.33415,5192748.5,9781195.0,
982,343.29498140145677,9.6027,,,,92,,,,,,,972945.25,787491.2,
986,508.326219220294,9.6599045,,,,95,77,[M+H]+,,2,986;987,507.31882,0,1018088.5,
987,530.3079244502615,9.6599045,,,,95,77,[M+Na]+,,2,986;987,507.31882,0,629756.1,
989,437.19296860751143,9.660268,,,,,,,,,,,1737576.2,0,
995,800.5275641878725,9.682215,,,,95,,,,,,,0,1129519.8,
997,365.23171807417475,9.706754,,,,95,,,,,,,0,4694929.0,
998,373.23669193412826,9.706754,,,,95,,,,,,,0,1504365.2,
999,391.24708400062843,9.706754,,,,95,,,,,,,0,2284050.5,
1002,423.27329544598695,9.706754,,,,95,,,,,,,0,2042975.2,
1006,457.27866153325994,9.706754,,,,95,,,,,,,0,3075676.8,
1008,777.5131250462229,9.706754,,,,95,78,[M+H-H2O]+,,2,1010;1008,794.51629,0,1.2900769E7,
1009,795.5237091548328,9.706754,,,,95,78,[M+H]+,,2,1009;1010,794.51629,0,1.6274373E7,
1010,817.5052430567094,9.706754,,,,95,78,[M+Na]+,,3,1009;1010;1008,794.51629,0,3.363144E7,
1015,735.4995623857744,9.72896,,,,,,,,,,,0,697286.06,
1019,633.3949166084362,9.773862,,,,87,,,,,,,0,810744.06,
1020,149.02316074794416,9.818986,,,,96,,,,,,,2199817.2,1088726.4,
1022,279.15863504705396,9.818986,,,,96,79,[M+H]+,,2,1023;1022,278.15133,3761834.0,1529188.8,
1023,301.1405435472039,9.819027,,,,96,79,[M+Na]+,,2,1023;1022,278.15133,5160180.5,0,
1026,679.459050452775,9.830246,,,,96,80,[M+Na]+,,3,1021;1027;1026,656.46997,1288080.9,5690348.5,
1027,657.4774350745479,9.841244,,,,96,80,[M+H]+,,3,1021;1027;1026,656.46997,448502.44,2310458.5,
1028,368.257804985038,9.865735,,,,89,,,,,,,794662.9,0,
1030,523.3835643468034,9.8766575,,,,94,81,[M+H]+,,3,1034;1030;1031,522.37621,1432096.9,3553406.5,
1031,540.4101626366412,9.888356,,,,94,81,[M+NH4]+,,3,1034;1030;1031,522.37621,608266.94,0,
1033,735.5536879260499,9.8871355,,,,94,,,,,,,0,1017329.5,
1034,545.3653771316665,9.887746,,,,94,81,[M+Na]+,,3,1034;1030;1031,522.37621,4099814.0,8534632.0,
1039,373.2366306212069,9.909596,,,,98,,,,,,,0,2406232.2,
1041,391.2471263406925,9.909596,,,,98,,,,,,,0,3522391.8,
1045,423.2732236357709,9.909596,,,,98,,,,,,,0,3360675.0,
1048,599.4299817895436,9.909596,,,,98,,,,,,,0,2022437.5,
1049,617.4399826916347,9.909596,,,,98,,,,,,,0,1952300.9,
1052,725.4978131483815,9.909596,,,,98,,,,,,,0,2283054.2,
1053,743.5082702335417,9.909596,,,,98,,,,,,,0,7585917.5,
1055,801.5108253088382,9.909596,,,,98,82,[M+Na]+,,2,1054;1055,778.52177,0,1.2934253E7,
1056,455.2991489009392,9.931842,,,,98,,,,,,,0,1342969.9,
1060,441.28383446541403,9.9546,,,,90,,,,,,,0,3418194.8,
1062,778.54575009365,9.9546,,,,90,,,,,,,0,3940710.0,
1064,815.4879549613261,9.9546,,,,,,,,,,,0,878125.06,
1065,555.3030747675693,9.998759,,,,,,,,,,,706933.56,0,
1066,657.4056721353282,9.999112,,,,91,84,[M+H]+,,2,1067;1066,656.39832,0,872744.06,
1067,679.3874582604935,9.999112,,,,91,84,[M+Na]+,,2,1067;1066,656.39832,0,758444.94,
1069,831.5231769397345,10.021843,,,,93,,,,,,,0,791543.44,
1070,847.511475470396,10.021843,,,,93,,,,,,,0,595258.1,
1071,640.3766957340092,10.045753,,,,97,,,,,,,0,2359934.0,
1072,618.3950135655406,10.06832,,,,97,,,,,,,0,6539845.0,
1074,737.5008220314961,10.06832,,,,97,85,[M+Na]+,,2,1074;1073,714.51184,0,4344715.0,
1075,315.19268384769305,10.091888,,,,,,,,,,,1937291.9,0,
1073,715.5187724180544,10.06832,,,,97,85,[M+H]+,,2,1074;1073,714.51184,0,1247716.2,
1077,365.2315153800836,10.115182,,,,104,,,,,,,0,4915008.0,
1079,423.2731444542553,10.115182,,,,104,,,,,,,0,4143549.8,
1083,725.4975354528517,10.115182,,,,104,,,,,,,0,2154801.2,
1084,743.5079244594583,10.115182,,,,104,,,,,,,0,6759981.5,
1085,761.5181053086656,10.115182,,,,104,86,[M+H-H2O]+,,2,1086;1085,778.5212,0,2.105387E7,
1086,801.5102266391259,10.115182,,,,104,86,[M+Na]+,,2,1086;1085,778.5212,0,2.2445854E7,
1087,967.5502963565249,10.115182,,,,104,,,,,,,0,1786803.1,
1088,347.2209942219364,10.137388,,,,104,,,,,,,0,1919241.5,
1089,373.2365592074985,10.137388,,,,104,,,,,,,0,3239817.8,
1091,391.247055907847,10.137388,,,,104,,,,,,,0,4865156.5,
1092,397.257573460352,10.137388,,,,104,,,,,,,0,1936441.5,
1094,581.4248398420789,10.139007,,,,104,87,[M+H]+,,2,1094;1095,580.41766,756743.6,1950049.5,
1095,603.4069745578516,10.139007,,,,104,87,[M+Na]+,,2,1094;1095,580.41766,2582018.8,6146348.0,
1098,441.28377718588126,10.156749,,,,104,,,,,,,0,2.0302662E7,
1099,779.5284056855908,10.156749,,,,104,,,,,,,0,1.7733684E7,
1100,775.5392492564636,10.203934,,,,,,,,,,,0,456284.16,
1101,815.5279501621251,10.203934,,,,,,,,,,,0,671763.06,
1102,387.28411918698157,10.267894,,,,99,88,[M+H]+,,2,1104;1102,386.27685,0,500775.6,
1104,795.542346721938,10.267894,,,,99,89,[M+Na]+,,2,1103;1104,772.55356,0,2504761.2,
1105,753.4097202754558,10.293541,,,,101,,,,,,,0,928160.06,
1110,639.4670885889824,10.361755,,,,102,90,[M+H]+,,2,1109;1110,638.4596,0,799968.7,
1109,661.4487122350237,10.356024,,,,102,90,[M+Na]+,,2,1109;1110,638.4596,1004955.9,3221743.8,
1111,783.5002678041149,10.384141,,,,,,,,,,,0,3322090.5,
1112,441.2841942731052,10.407455,,,,106,,,,,,,0,1629291.6,
1113,685.4374547501018,10.407455,,,,106,91,[M+H]+,,2,1113;1114,684.43005,0,2831796.5,
1114,707.4191436444647,10.407455,,,,106,91,[M+Na]+,,2,1113;1114,684.43005,0,2950169.0,
1115,775.5365096416948,10.407455,,,,106,92,[M+H-H2O]+,,2,1115;1116,792.53905,0,490506.34,
1116,815.5275273853968,10.407455,,,,106,92,[M+Na]+,,2,1115;1116,792.53905,0,1623768.2,
1117,329.1718427437313,10.42395,,,,,,,,,,,627393.56,0,
1118,793.5459819760492,10.427386,,,,,,,,,,,0,366179.7,
1119,446.28963820632083,10.453623,,,,,,,,,,,0,609833.75,
1120,602.4007679343664,10.453623,,,,100,,,,,,,0,706494.25,
1121,853.5845990405048,10.453623,,,,100,,,,,,,0,901985.0,
1122,331.26260750485454,10.54557,,,,103,93,[M+H-H2O]+,,2,1123;1122,348.26605,703138.7,0,
1123,371.2554139258975,10.54557,,,,103,93,[M+Na]+,,2,1123;1122,348.26605,1335042.4,0,
1125,314.2684377687849,10.619495,,,,,,,,,,,0,1404177.5,
1124,719.4905908251798,10.558405,,,,,,,,,,,518858.94,872842.8,
1126,744.4063053295417,10.619495,,,,105,,,,,,,0,2200567.8,
1127,755.3969289713018,10.619495,,,,105,,,,,,,0,894823.9,
1128,987.553587202586,10.687974,,,,,,,,,,,0,842764.25,
1129,473.3442922863834,10.698717,,,,108,,,,,,,736765.9,1239045.0,
1130,517.3705863677419,10.711914,,,,108,,,,,,,822034.1,1192450.4,
1131,561.3966928399803,10.723207,,,,108,,,,,,,788290.75,1314090.9,
1132,605.42267493668,10.734662,,,,108,,,,,,,737599.25,1158185.6,
1133,649.4486556992387,10.734662,,,,108,,,,,,,532253.4,876340.4,
1134,693.4748441947283,10.737276,,,,108,,,,,,,0,639023.06,
1135,713.4684986158268,10.787198,,,,,,,,,,,0,2983404.5,
1136,735.4502839699193,10.787198,,,,,,,,,,,0,4060374.5,
1138,366.24225395792445,10.823883,,,,,,,,,,,626403.0,0,
1139,280.2629847075689,10.910418,,,,107,94,[M+H]+,,2,1139;1140,279.25568,1078102.0,771122.44,
1140,302.244790770892,10.916584,,,,107,94,[M+Na]+,,2,1139;1140,279.25568,706163.9,0,
1141,512.2382841773486,10.916584,,,,,,,,,,,1772425.2,0,
1142,443.3336811508533,10.933041,,,,109,,,,,,,1311870.2,1061921.1,
1143,487.3597379582428,10.933041,,,,109,,,,,,,1652456.2,1672241.4,
1144,350.21178963066745,10.956888,,,,109,,,,,,,846169.6,356653.7,
1145,531.3860502440108,10.956888,,,,109,,,,,,,1807547.2,2028300.6,
1146,575.4121318979537,10.956888,,,,109,,,,,,,1700496.2,1943637.8,
1147,619.4380540795253,10.956888,,,,109,,,,,,,1368202.6,1579526.8,
1148,663.4641833624651,10.979486,,,,109,,,,,,,1037115.06,1319969.9,
1149,707.4901232922846,10.979486,,,,109,,,,,,,666038.2,954615.94,
1150,342.29956770896865,11.030487,,,,,,,,,,,686167.1,0,
1152,256.26304966628277,11.094426,,,,,,,,,,,690249.4,470502.03,
1151,311.2186981888832,11.076687,,,,,,,,,,,680106.75,0,
1153,353.2656192605639,11.166229,,,,,,,,,,,1327108.0,843169.4,
1154,457.34923806939975,11.202839,,,,111,,,,,,,754468.5,1031815.0,
